499, 857, 2087
102, 938, 2087
103, 1003, 2087
100, 1003, 2171
101, 954, 2171
104, 835, 2208
98, 1003, 2326
99, 1040, 2326
105, 835, 2334
97, 954, 2375
96, 1003, 2375
106, 831, 2456
94, 954, 2419
95, 1003, 2419
107, 843, 2591
93, 954, 2534
92, 1003, 2534
114, 1208, 2456
90, 1003, 2615
91, 1040, 2615
88, 1003, 2665
89, 1048, 2665
108, 831, 2705
86, 954, 2730
87, 999, 2730
115, 1175, 2722
109, 831, 2836
85, 954, 2861
84, 1003, 2861
110, 839, 2959
82, 954, 2991
83, 1003, 2991
111, 835, 3073
81, 1003, 3073
80, 1003, 3106
79, 954, 3106
112, 848, 3195
78, 954, 3155
77, 999, 3155
76, 999, 3179
113, 880, 3375
116, 1195, 2914
75, 1094, 3012
74, 1094, 3065
73, 1254, 3065
72, 1254, 3163
71, 1447, 3065
70, 1447, 3106
117, 1504, 3221
118, 1692, 3323
200, 1692, 3065
69, 1970, 3065
68, 1970, 3103
201, 2183, 3065
67, 2183, 3172
207, 2183, 3286
66, 2397, 3065
65, 2397, 3106
119, 2442, 3315
63, 2579, 3065
64, 2579, 3106
120, 2608, 3311
202, 2747, 3065
62, 2914, 3065
61, 2914, 3098
121, 2829, 3307
58, 3112, 3065
60, 3112, 3156
59, 3276, 3065
123, 3117, 2955
57, 3231, 2911
56, 3280, 2911
55, 3317, 2911
122, 3481, 2955
124, 3121, 2832
52, 3231, 2860
54, 3280, 2860
53, 3317, 2860
125, 3485, 2832
127, 3117, 2705
47, 3231, 2664
48, 3280, 2668
51, 3280, 2738
50, 3309, 2738
126, 3485, 2709
49, 3309, 2681
45, 3231, 2619
46, 3280, 2619
43, 3278, 2546
44, 3315, 2546
128, 3119, 2582
129, 3483, 2582
131, 3115, 2456
40, 3231, 2419
41, 3278, 2419
42, 3315, 2427
130, 3487, 2460
132, 3122, 2338
37, 3231, 2370
38, 3278, 2370
39, 3310, 2366
133, 3482, 2329
134, 3122, 2146
36, 3249, 2150
33, 3367, 2158
34, 3490, 2158
205, 3572, 2162
35, 3470, 2035
206, 3478, 1978
27, 3326, 1970
28, 3367, 1970
135, 3159, 1913
151, 3367, 1831
29, 3572, 1831
30, 3572, 1876
152, 3695, 1831
31, 3842, 1831
32, 3842, 1868
203, 3695, 1970
153, 3690, 2109
204, 3892, 2109
154, 4114, 2109
156, 4114, 2044
155, 4437, 2109
157, 4437, 2040
158, 4110, 1774
159, 4445, 1774
136, 3157, 1721
24, 3326, 1696
25, 3367, 1696
26, 3407, 1692
137, 3571, 1712
139, 3161, 1610
21, 3326, 1565
22, 3367, 1565
23, 3407, 1569
138, 3575, 1606
140, 3161, 1476
18, 3326, 1443
19, 3367, 1443
20, 3407, 1443
141, 3575, 1488
143, 3166, 1361
15, 3326, 1324
16, 3367, 1324
17, 3407, 1324
142, 3571, 1361
144, 3157, 1230
12, 3326, 1194
13, 3367, 1194
14, 3407, 1194
145, 3571, 1239
147, 3161, 1120
10, 3326, 1079
9, 3367, 1079
11, 3407, 1079
146, 3571, 1112
148, 3170, 998
7, 3326, 953
6, 3367, 953
8, 3407, 953
149, 3566, 965
150, 3157, 871
4, 3326, 847
1, 3367, 847
2, 3367, 883
5, 3411, 883
3, 3481, 855
500, 1000, 2248
501, 1004, 2481
502, 996, 2796
503, 998, 2919
504, 1171, 3062
505, 1349, 3054
506, 1558, 3066
507, 1769, 3064
508, 1867, 3064
509, 2072, 3068
510, 2272, 3063
511, 2481, 3063
512, 2658, 3063
513, 2834, 3067
514, 3011, 3062
515, 3191, 3062
516, 3272, 2989
517, 3277, 2788
518, 3278, 2470
519, 3275, 2247
520, 3426, 2153
521, 3422, 2079
522, 3365, 2051
523, 3369, 1899
524, 3467, 1829
525, 3627, 1825
526, 3758, 1825
527, 3689, 1891
528, 3685, 2042
529, 3787, 2108
530, 3992, 2111
531, 4197, 2110
532, 4336, 2110
533, 3368, 1757
534, 3368, 1622
535, 3372, 1507
536, 3368, 1372
537, 3368, 1253
538, 3368, 1138
539, 3368, 1011
